timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,moving,characteristic_num
1624715048.88705,3,1,-21,-63,-2,3,-12,1,,0
1624715048.9012322,2,-4,6,54,-5,5,-1,1,,1
1624715048.9012322,-3,-4,-1,7,8,1,7,-26,,1
1624715048.904448,-2,-2,-3,-85,-7,-13,-5,10,,2
1624715048.904448,6,8,9,26,0,-1,-32,-7,,2
1624715048.924896,-3,-1,-6,20,-1,2,-6,-2,,3
1624715048.924896,-5,-4,-14,-7,11,9,26,-10,,3
1624715048.927434,-1,-7,-1,2,0,-3,-4,13,,0
1624715048.927434,-2,2,-23,-4,-8,-3,-12,-3,,0
1624715048.9372501,-4,-4,-15,-24,-2,-5,-25,-7,,1
1624715048.9372501,20,-6,-22,31,9,5,4,-17,,1
1624715048.947376,5,-5,23,11,5,5,36,16,,2
1624715048.947376,-14,-2,-7,-19,-13,-4,-32,-12,,2
1624715048.9615848,-3,-3,-8,-5,1,-7,-57,-13,,3
1624715048.9615848,-4,-3,18,5,2,-2,37,-21,,3
1624715048.964609,1,2,-2,8,-1,-6,-16,11,,0
1624715048.964609,2,0,-5,-5,-6,4,7,4,,0
1624715048.984044,-4,-6,8,0,-5,-7,-47,-24,,1
1624715048.984044,0,-6,-21,-3,5,6,10,-15,,1
1624715048.987266,0,3,-5,18,-1,4,1,13,,2
1624715048.987266,-2,10,-7,-14,-7,1,-1,-7,,2
1624715048.997258,0,-1,15,0,-3,-2,-36,-9,,3
1624715048.997258,-6,-9,-10,-33,3,-10,-20,-17,,3
1624715049.007293,1,6,12,12,1,8,2,23,,0
1624715049.007293,-1,4,-6,9,-10,-5,-9,-6,,0
1624715049.022379,0,-8,-6,-16,-8,0,-43,-15,,1
1624715049.022379,-5,-4,-19,1,9,-5,27,-10,,1
1624715049.025545,-24,-1,6,-29,0,1,22,17,,2
1624715049.025545,9,3,-9,-8,-8,-5,-50,-13,,2
1624715049.042707,-6,-8,-5,7,-4,-3,-33,-3,,3
1624715049.042707,2,1,1,15,7,0,19,-15,,3
1624715049.044014,-5,2,-10,11,5,4,12,16,,0
1624715049.044014,6,2,-20,-27,-14,-7,-33,4,,0
1624715049.0560472,-4,0,38,-7,8,3,-20,-18,,1
1624715049.0560472,1,-2,-2,78,12,3,17,-9,,1
1624715049.0652,-1,-1,12,-4,-1,-8,-1,6,,2
1624715049.0652,1,1,-18,-39,-15,-2,-20,-2,,2
1624715049.080126,-8,-1,3,18,5,2,-31,-17,,3
1624715049.080126,-12,-10,3,4,10,0,15,-12,,3
1624715049.081791,4,3,-5,-10,-1,-14,1,12,,0
1624715049.081791,27,6,11,9,-11,0,-45,-13,,0
1624715049.102496,-12,-10,-4,-4,7,8,14,-17,,1
1624715049.102496,-3,8,-28,13,12,-1,-4,-2,,1
1624715049.1040452,2,5,46,-63,-4,1,30,6,,2
1624715049.1040452,-5,3,7,57,-4,7,-15,7,,2
1624715049.1167161,0,-2,17,3,0,-3,-12,-13,,3
1624715049.1167161,7,0,4,24,9,0,5,-12,,3
1624715049.127655,1,1,0,-61,-3,1,58,15,,0
1624715049.127655,3,-10,-13,22,-2,-3,-38,-6,,0
1624715049.141176,-1,-1,21,17,1,2,-11,-12,,1
1624715049.141176,-2,-3,-12,6,7,3,-59,-12,,1
1624715049.144449,4,-1,7,-4,-1,0,59,15,,2
1624715049.144449,3,2,-17,-5,-9,-2,-28,-10,,2
1624715049.162324,-25,-4,-7,-128,-7,1,-6,-11,,3
1624715049.162324,18,3,-2,87,17,-5,16,-3,,3
1624715049.1718452,7,5,13,19,2,2,13,19,,0
1624715049.1718452,-5,1,-5,-15,-14,-9,-44,-15,,0
1624715049.184572,-9,-5,39,13,-1,4,-5,-38,,1
1624715049.184572,2,-10,-58,1,2,3,14,4,,1
1624715049.194287,-11,-3,-12,13,5,2,26,18,,2
1624715049.194287,5,3,33,-10,-9,0,-41,-3,,2
1624715049.2165499,4,7,10,13,5,-2,1,-11,,3
1624715049.2165499,3,4,37,-14,5,-1,-15,-21,,3
1624715049.219158,6,1,-11,5,5,5,35,31,,0
1624715049.219158,4,-1,-25,6,-4,2,-29,-4,,0
1624715049.24025,-2,3,-7,10,-3,-4,-8,-8,,1
1624715049.24025,-11,-6,30,65,11,1,12,-7,,1
1624715049.243094,2,1,-23,-21,1,4,30,9,,2
1624715049.243094,-5,-5,-22,-33,-8,-9,-88,-20,,2
1624715049.261052,3,2,-13,15,-3,-1,-5,-1,,3
1624715049.261052,-9,-1,-18,15,7,2,-6,-18,,3
1624715049.264748,0,0,36,9,-3,0,21,19,,0
1624715049.264748,-2,-1,-12,-97,-15,-5,-32,-9,,0
1624715049.283574,-6,-10,-17,69,2,-3,-10,-14,,1
1624715049.283574,-5,-8,1,31,8,0,-15,-8,,1
1624715049.28617,3,-2,-5,-29,-7,1,27,18,,2
1624715049.28617,4,-4,-55,3,-3,-4,-38,-15,,2
1624715049.306284,-2,1,13,-50,-2,0,3,-3,,3
1624715049.306284,-4,-6,-11,-22,2,0,5,-3,,3
1624715049.309084,-3,-6,1,11,-10,-6,10,8,,0
1624715049.309084,5,12,7,6,2,2,-7,-4,,0
1624715049.327245,1,1,8,42,6,6,19,-1,,1
1624715049.327245,-14,-2,-14,10,9,2,1,-3,,1
1624715049.337752,30,8,4,-4,-2,-9,-26,10,,2
1624715049.337752,10,2,12,-24,-14,-3,-22,0,,2
1624715049.349781,-23,-3,1,-10,-1,-3,-3,-19,,3
1624715049.349781,-4,-10,-25,-9,2,-1,17,-5,,3
1624715049.359667,7,11,49,2,1,4,55,16,,0
1624715049.359667,10,-10,-23,-2,-1,3,-19,-8,,0
1624715049.381838,-12,-10,-33,-6,-3,5,16,2,,1
1624715049.381838,-2,-5,14,26,10,-1,-33,-10,,1
1624715049.386778,4,6,5,-1,2,1,53,22,,2
1624715049.386778,1,0,0,-24,-11,-4,-24,-14,,2
1624715049.403476,2,-4,-23,-40,-4,-5,-3,-13,,3
1624715049.403476,17,7,23,25,10,-2,-15,-7,,3
1624715049.406656,3,0,-5,-10,4,8,56,24,,0
1624715049.406656,-4,-3,-9,46,-11,2,-28,-5,,0
1624715049.426691,-8,-3,46,-2,-5,-2,-25,-16,,1
1624715049.426691,-10,-8,-43,29,8,4,5,-6,,1
1624715049.429578,-4,5,13,-22,-2,-6,62,23,,2
1624715049.429578,1,-2,-15,-51,-9,0,-33,-10,,2
1624715049.448639,0,1,-31,-1,-5,-2,9,2,,3
1624715049.448639,0,-8,0,27,4,-4,7,-8,,3
1624715049.452123,2,-3,9,1,2,3,54,29,,0
1624715049.452123,-2,9,13,6,-8,-7,-48,-23,,0
1624715049.470983,0,-1,18,-14,2,3,19,-1,,1
1624715049.470983,-4,-9,-60,-27,1,0,30,6,,1
1624715049.4745028,0,5,54,-6,-7,-2,70,23,,2
1624715049.4745028,4,-4,-38,-33,-12,2,-8,-6,,2
1624715049.493473,-13,-9,-49,64,10,0,-11,0,,3
1624715049.493473,-15,-6,-1,-39,7,0,2,-8,,3
1624715049.496782,13,10,49,54,3,2,78,40,,0
1624715049.496782,-7,-4,-19,3,-5,1,-2,-19,,0
1624715049.515445,-5,-10,-4,35,3,4,-26,-10,,1
1624715049.515445,-4,9,33,-76,4,-6,15,-7,,1
1624715049.522995,1,-10,-60,-10,3,-1,8,30,,2
1624715049.522995,28,8,35,7,-4,-7,-47,-9,,2
1624715049.545411,-37,-8,-16,14,-2,-6,-15,-10,,3
1624715049.545411,4,11,-11,-25,3,-2,-9,-8,,3
1624715049.551132,10,7,31,30,7,9,67,29,,0
1624715049.551132,4,1,2,-37,-2,6,-19,-6,,0
1624715049.567444,2,-1,-18,11,-3,-4,10,-4,,1
1624715049.567444,-2,-4,-3,17,6,-6,-24,-8,,1
1624715049.5709639,-1,6,20,-3,-2,8,55,29,,2
1624715049.5709639,1,2,23,-8,-4,-1,47,-5,,2
1624715049.591229,-4,-4,-20,-3,2,-3,-5,2,,3
1624715049.591229,8,-6,-29,39,13,2,1,-6,,3
1624715049.593219,-10,8,86,-20,-6,1,68,30,,0
1624715049.593219,-7,-11,-39,27,-11,-10,-22,-15,,0
1624715049.612931,0,2,-51,-43,1,0,-12,-7,,1
1624715049.612931,0,4,46,27,10,5,7,2,,1
1624715049.6142359,8,6,-3,-4,-4,1,65,35,,2
1624715049.6142359,-2,1,-14,-1,-4,-4,-41,-24,,2
1624715049.635563,1,4,-7,51,5,-3,-23,1,,3
1624715049.635563,-4,-15,-35,-59,2,1,56,5,,3
1624715049.6414442,6,6,13,-46,-12,7,69,38,,0
1624715049.6414442,-1,-2,9,5,-4,-8,-26,-23,,0
1624715049.6564429,-3,-2,-8,-54,-4,-2,-27,-11,,1
1624715049.6564429,-3,-4,11,89,6,0,-18,-12,,1
1624715049.6656902,3,-11,-37,-44,-11,3,92,46,,2
1624715049.6656902,-25,-7,-6,4,-4,-4,-29,-11,,2
1624715049.679115,5,7,-5,3,10,3,-44,-15,,3
1624715049.679115,-7,-8,11,15,4,-8,6,-10,,3
1624715049.688661,5,8,13,18,-3,5,103,54,,0
1624715049.688661,-7,-5,-3,68,9,2,-61,-19,,0
1624715049.7104268,24,3,15,-46,-1,3,-13,-1,,1
1624715049.7104268,-28,-4,11,11,0,-9,2,-9,,1
1624715049.71221,12,10,1,21,-2,5,95,39,,2
1624715049.71221,-1,-4,2,-5,-7,2,-30,-13,,2
1624715049.733642,3,1,0,11,1,-1,-32,-14,,3
1624715049.733642,-2,-5,0,40,4,0,22,4,,3
1624715049.737463,7,15,74,22,-2,-6,34,32,,0
1624715049.737463,-1,-3,-14,-20,-10,-3,-4,-11,,0
1624715049.757304,-1,-1,-6,4,3,-1,-16,-12,,1
1624715049.757304,-2,-6,-17,6,4,-1,7,-8,,1
1624715049.7599611,8,17,34,-42,-10,4,89,42,,2
1624715049.7599611,-9,-10,-1,-11,-6,0,-42,-20,,2
1624715049.779258,-3,-5,-14,23,3,-4,-44,-9,,3
1624715049.779258,4,-1,0,-51,-2,1,31,-1,,3
1624715049.782551,33,12,3,18,-3,4,43,42,,0
1624715049.782551,-5,-4,8,25,3,3,-20,-12,,0
1624715049.80136,-6,2,-18,-4,-4,-11,-60,-21,,1
1624715049.80136,-6,-9,8,15,5,-6,-3,-4,,1
1624715049.8046122,9,13,6,-42,-7,5,93,55,,2
1624715049.8046122,-10,-1,39,28,-2,-1,-17,-35,,2
1624715049.822908,-7,-8,-7,3,2,-1,-41,-24,,3
1624715049.822908,13,0,44,21,2,-2,36,6,,3
1624715049.824445,-15,9,-31,-9,-5,5,63,46,,0
1624715049.824445,2,0,2,7,0,-2,-31,-17,,0
1624715049.845004,1,-2,0,-1,2,4,-38,-17,,1
1624715049.845004,-17,-3,-18,-2,1,-5,21,3,,1
1624715049.846603,34,17,-9,-24,-7,0,91,35,,2
1624715049.846603,-4,0,5,-35,-7,-2,4,-4,,2
1624715049.868654,-6,-6,-7,62,9,2,-52,-16,,3
1624715049.868654,1,9,1,-47,0,-8,46,7,,3
1624715049.871847,2,2,8,-10,-9,3,47,39,,0
1624715049.871847,-6,-11,-26,4,5,-1,-20,-18,,0
1624715049.890292,-5,2,19,-1,-4,-9,-64,-30,,1
1624715049.890292,0,-3,-32,-7,3,4,63,9,,1
1624715049.899096,5,7,51,4,-9,-1,23,38,,2
1624715049.899096,-4,-4,-8,-19,-2,-10,-8,-16,,2
1624715049.9123268,-4,-7,-8,-28,6,-2,-47,-23,,3
1624715049.9123268,1,4,3,64,6,5,54,19,,3
1624715049.923018,15,4,-1,-23,-12,-7,44,44,,0
1624715049.923018,-3,-5,-4,-4,-3,1,-21,-14,,0
1624715049.943497,-4,-1,-1,7,4,-2,-35,-23,,1
1624715049.943497,0,-3,1,-11,3,-8,29,10,,1
1624715049.946712,-3,6,1,3,-8,0,24,31,,2
1624715049.946712,3,-6,8,-21,-2,4,12,-3,,2
1624715049.966607,11,-5,-17,6,-7,0,-60,-22,,3
1624715049.966607,-4,-4,-25,18,21,2,49,10,,3
1624715049.969831,-1,7,26,-50,-13,-5,-7,25,,0
1624715049.969831,2,2,26,78,3,5,-5,5,,0
1624715049.988526,-8,4,15,11,-1,-1,-49,-23,,1
1624715049.988526,2,10,18,51,10,1,-3,10,,1
1624715049.991325,12,3,18,-25,-11,5,85,36,,2
1624715049.991325,4,-4,4,29,4,3,-6,-1,,2
1624715050.011584,-4,0,-7,5,4,-10,-64,-28,,3
1624715050.011584,11,-4,4,13,4,3,22,19,,3
1624715050.0148191,2,6,23,2,-6,3,-13,23,,0
1624715050.0148191,2,-7,-23,-74,-7,-1,3,0,,0
1624715050.0337,-2,-1,0,15,3,-3,-36,-20,,1
1624715050.0337,20,1,-9,-2,2,-6,16,7,,1
1624715050.036692,2,3,-36,4,-4,4,28,28,,2
1624715050.036692,-9,-4,-12,-17,-5,-8,-19,-14,,2
1624715050.056122,-3,0,17,92,7,0,-29,-23,,3
1624715050.056122,-3,1,-24,-99,-3,3,27,4,,3
1624715050.059286,7,5,24,-20,-16,-6,14,32,,0
1624715050.059286,18,2,-19,-5,-1,3,17,-11,,0
1624715050.086831,-45,-25,-38,19,8,-4,1,-22,,1
1624715050.086831,1,2,16,-16,0,-4,-13,10,,1
1624715050.091112,5,-1,-25,-45,-12,0,-5,14,,2
1624715050.091112,5,-1,51,60,-1,-3,-3,-12,,2
1624715050.108055,-2,-10,-50,-75,-2,11,-22,-15,,3
1624715050.108055,-6,-12,-70,-35,-1,-9,21,11,,3
1624715050.1098912,-1,10,53,48,-6,4,6,22,,0
1624715050.1098912,-2,-1,7,-39,-2,4,-3,-5,,0
1624715050.131546,-3,-5,2,19,6,0,-40,-23,,1
1624715050.131546,22,-7,-1,1,1,-1,8,-1,,1
1624715050.134315,13,16,43,4,-6,-5,-10,23,,2
1624715050.134315,-2,-2,-38,-22,-5,3,-4,0,,2
1624715050.153984,-4,-4,-25,-16,1,1,-25,-20,,3
1624715050.153984,-1,-1,50,21,8,0,32,13,,3
1624715050.15715,0,2,10,15,-7,2,1,8,,0
1624715050.15715,26,1,1,-34,3,3,-29,-2,,0
1624715050.1759439,-40,-8,-22,-82,-3,-17,-58,-31,,1
1624715050.1759439,1,0,-7,76,4,3,27,17,,1
1624715050.1791208,11,4,30,-6,-11,0,-10,25,,2
1624715050.1791208,0,-6,1,-26,1,4,-23,-17,,2
1624715050.200352,3,1,-5,-24,4,4,-43,-20,,3
1624715050.200352,0,5,6,9,3,2,20,12,,3
1624715050.205327,-14,3,12,3,-4,4,-3,23,,0
1624715050.205327,-5,-2,36,0,0,-3,-12,-18,,0
1624715050.2198231,-6,-9,-11,14,2,0,-52,-26,,1
1624715050.2198231,-4,-2,19,2,-1,-12,8,1,,1
1624715050.2295291,-1,11,0,-21,1,7,1,25,,2
1624715050.2295291,-3,0,-8,46,2,-10,-44,-11,,2
1624715050.2515142,-7,-11,-17,-69,9,-5,-58,-29,,3
1624715050.2515142,4,5,42,58,-2,5,27,15,,3
1624715050.254654,9,6,-6,-20,-10,2,13,21,,0
1624715050.254654,-1,0,33,-9,0,5,-21,-10,,0
1624715050.2736242,-6,-10,-36,14,1,-10,-74,-19,,1
1624715050.2736242,0,5,0,60,-1,0,1,-8,,1
1624715050.276824,-2,7,9,-46,-10,7,-20,16,,2
1624715050.276824,-12,-4,-12,-9,-3,-6,-12,-14,,2
1624715050.2961411,29,4,-6,13,7,1,-41,-24,,3
1624715050.2961411,-1,-3,4,-2,3,2,21,19,,3
1624715050.299413,2,1,-14,-4,-13,-10,-32,6,,0
1624715050.299413,-3,-1,11,3,-1,4,-24,-2,,0
1624715050.318882,-4,-2,-27,-16,0,-2,-28,-22,,1
1624715050.318882,3,4,8,1,4,4,-1,9,,1
1624715050.3220758,11,15,11,8,0,-2,-16,15,,2
1624715050.3220758,-2,-3,0,-30,2,-4,-29,-11,,2
1624715050.341689,-8,-9,-20,-15,-3,-4,-25,-25,,3
1624715050.341689,2,-4,-4,-8,1,0,35,11,,3
1624715050.3460622,6,10,-2,-62,-9,4,-16,15,,0
1624715050.3460622,-1,-4,-12,29,-3,-3,-24,-4,,0
1624715050.364005,-9,-9,1,20,5,1,-19,-22,,1
1624715050.364005,26,3,-3,-8,2,-9,-1,16,,1
1624715050.367249,-34,-5,14,-40,-14,-4,-18,-2,,2
1624715050.367249,-23,-1,-1,-10,-1,5,33,-4,,2
1624715050.3864698,19,-5,-7,54,3,-1,-41,-17,,3
1624715050.3864698,-2,-1,-16,-128,-4,-1,40,15,,3
1624715050.389636,4,3,-33,5,-7,-2,-16,9,,0
1624715050.389636,-2,-11,-25,-13,-5,-8,-31,2,,0
1624715050.4076061,-9,3,-14,21,0,-2,-58,-61,,1
1624715050.4076061,1,-2,-9,23,8,3,4,23,,1
1624715050.417583,-5,-2,35,-8,-10,2,-6,1,,2
1624715050.417583,15,-3,-23,-48,-3,0,-5,7,,2
1624715050.4301429,-5,-4,6,63,5,-5,-27,-25,,3
1624715050.4301429,0,5,7,-4,-2,3,21,10,,3
1624715050.440033,0,5,4,7,-3,2,-27,5,,0
1624715050.440033,-11,-3,-11,-87,-3,-1,-4,-10,,0
1624715050.462168,-5,-8,-11,70,11,-3,-31,-24,,1
1624715050.462168,-3,-3,-4,8,-4,0,13,11,,1
1624715050.466689,-3,-2,32,15,-10,-1,-24,2,,2
1624715050.466689,-1,-4,-42,-43,-6,-9,-17,0,,2
1624715050.484064,14,0,2,39,8,-4,-52,-30,,3
1624715050.484064,-21,3,-4,-9,-3,-3,23,10,,3
1624715050.4872162,6,-3,8,-6,-5,-3,-73,0,,0
1624715050.4872162,6,5,8,-15,1,2,0,2,,0
1624715050.506047,-1,-8,-25,65,5,2,-15,-21,,1
1624715050.506047,1,1,-8,-26,2,-4,30,11,,1
1624715050.50915,2,0,-5,-35,-8,-3,-30,2,,2
1624715050.50915,-1,2,4,18,4,0,20,-6,,2
1624715050.528247,-4,-3,-5,46,6,0,21,-19,,3
1624715050.528247,3,7,-10,-66,-5,-3,26,17,,3
1624715050.530613,0,1,-10,-2,-9,-2,-34,1,,0
1624715050.530613,6,6,25,12,5,-2,38,2,,0
1624715050.5506492,-13,-11,-8,19,6,-1,-13,-34,,1
1624715050.5506492,30,6,-10,-11,2,-4,2,17,,1
1624715050.553162,-12,-2,45,27,-12,1,-15,-20,,2
1624715050.553162,26,2,-22,-68,-4,0,25,-5,,2
1624715050.5731058,-40,-9,-14,9,4,-1,-16,-23,,3
1624715050.5731058,4,-3,-11,33,1,1,59,16,,3
1624715050.575478,14,9,20,8,-10,0,-43,3,,0
